0	1	2
drceijda	tachicjb	0
drcfhaae	tachicic	0
drcfhaae	tachicjb	0
drbcgehe	tachicic	0
drbcgehe	tachicjb	0
drcgbegh	tachicic	0
drcgbegh	tachicjb	0
drbcjbhi	tachicic	0
drbcjbhi	tachicjb	0
drbcjcdh	tachicic	0
drbcjcdh	tachicjb	0
drcfchif	tachicic	0
drcfchif	tachicjb	0
drcgcdie	tachicic	0
drcgcdie	tachicjb	0
drjccaj	tachicic	0
drjccaj	tachicjb	0
drcfdiaj	tachicic	0
drcfdiaj	tachicjb	0
drbdbdfd	tachicic	0
drbdbdfd	tachicjb	0
gobdea	tachicic	0
gobdea	tachicjb	0
drbaagcg	tachicic	0
drbaagcg	tachicjb	0
drcffdbi	tachicic	0
drcfecbc	tachicic	0
drcfecbc	tachicjb	0
drcgcjgf	tachicic	0
drcgcjgf	tachicjb	0
gobace	tachicic	0
gobace	tachicjb	0
drcfcbhf	tachicic	0
drcfcbhf	tachicjb	0
drjfaab	tachicic	0
drjfaab	tachicjb	0
gobich	tachicic	0
gobich	tachicjb	0
drjfefb	tachicic	0
drjfefb	tachicjb	0
drefhfb	tachicic	0
drcfjagj	tachicic	0
drcfjagj	tachicjb	0
drbgcbja	tachicic	0
drbgcbja	tachicjb	0
drcfchib	tachicic	0
drcfchib	tachicjb	0
drcfecdc	tachicic	0
drcfecdc	tachicjb	0
drcfeccc	tachicic	0
drcfeccc	tachicjb	0
drcfciib	tachicic	0
drcfciib	tachicjb	0
drbddggh	tachicic	0
drbddggh	tachicjb	0
drcfdiaf	tachicic	0
drcfdiaf	tachicjb	0
drbddeih	tachicic	0
drbddeih	tachicjb	0
drbdbhid	tachicic	0
drbdbhid	tachicjb	0
drcfdjeg	tachicic	0
gobdib	tachicic	0
drcehjbe	tachicic	0
drcehjbe	tachicjb	0
drbcecci	tachicic	0
drbcecci	tachicjb	0
gocedg	tachicic	0
gocedg	tachicjb	0
drbcgjdc	tachicic	0
drbcgjdc	tachicjb	0
drcffgfd	tachicic	0
drcffgfd	tachicjb	0
drjfebh	tachicic	0
drjfebh	tachicjb	0
drbdbdda	tachicic	0
drbdbdda	tachicjb	0
drcefgba	tachicic	0
drcefgba	tachicjb	0
dibejgg	tachicjb	0
drbchgfb	tachicic	0
drbchgfb	tachicjb	0
drbdbaia	tachicic	0
drcfihaa	tachicic	0
drcfihaa	tachicjb	0
drcfchij	tachicic	0
drcfchij	tachicjb	0
drbbcaaf	tachicic	0
drbbcaaf	tachicjb	0
gobaah	tachicic	0
gobaah	tachicjb	0
drcfcdaj	tachicic	0
drcfcdaj	tachicjb	0
drjcjid	tachicic	0
drjcjid	tachicjb	0
drcahae	tachicic	0
drcahae	tachicjb	0
drcgajda	tachicic	0
drcgajda	tachicjb	0
drcfjbig	tachicic	0
drcfjbig	tachicjb	0
drhbjfa	tachicic	0
drhbjfa	tachicjb	0
drjfabj	tachicic	0
drjfabj	tachicjb	0
drcejafc	tachicic	0
drcejafc	tachicjb	0
drcehjea	tachicic	0
drcehjea	tachicjb	0
drcdegd	tachicic	0
drcdegd	tachicjb	0
drcehdhb	tachicic	0
drcehdhb	tachicjb	0
goefid	tachicic	0
goefid	tachicjb	0
drbdadfd	tachicic	0
drbdadfd	tachicjb	0
drhdigb	tachicic	0
drhdigb	tachicjb	0
drcgbbeb	tachicic	0
drcfcddf	tachicic	0
drcfcddf	tachicjb	0
drbaghdi	tachicic	0
drbaghdi	tachicjb	0
drceibei	tachicic	0
drceibei	tachicjb	0
drcfchfb	tachicic	0
drcfchfb	tachicjb	0
drbdaefb	tachicic	0
drbdaefb	tachicjb	0
drcehidj	tachicic	0
drceiaia	tachicic	0
drceiaia	tachicjb	0
drbddchd	tachicic	0
drbddchd	tachicjb	0
drcehigb	tachicic	0
drcehigb	tachicjb	0
dridcda	tachicic	0
dridcda	tachicjb	0
drcdgcc	tachicic	0
drcdgcc	tachicjb	0
drbcgghg	tachicic	0
drbcgghg	tachicjb	0
gofbcg	tachicic	0
gofbcg	tachicjb	0
drbbbhgh	tachicic	0
drcfihii	tachicic	0
drcfihii	tachicjb	0
drefadb	tachicic	0
drefadb	tachicjb	0
drcfdgfi	tachicic	0
drcfdgfi	tachicjb	0
dibfaaa	tachicic	0
dibfaaa	tachicjb	0
drcfeafi	tachicic	0
drcfeafi	tachicjb	0
drcfddfb	tachicic	0
drcfddfb	tachicjb	0
drcfjijb	tachicic	0
drcfjijb	tachicjb	0
drbcfiai	tachicic	0
gofiag	tachicic	0
gofiag	tachicjb	0
drbdabdf	tachicic	0
drbdabdf	tachicjb	0
drbcjfag	tachicic	0
drhfcbh	tachicic	0
drhfcbh	tachicjb	0
drbcibdf	tachicic	0
drbcibdf	tachicjb	0
drbcicbh	tachicic	0
drbcicbh	tachicjb	0
drhgagj	tachicic	0
drhgagj	tachicjb	0
gobbjc	tachicic	0
gobbjc	tachicjb	0
drcgccef	tachicic	0
drcgccef	tachicjb	0
drcehjfb	tachicic	0
drcfcehj	tachicic	0
drcfcehj	tachicjb	0
drcgbbih	tachicic	0
drcgbbih	tachicjb	0
drcfefjd	tachicic	0
drcfefjd	tachicjb	0
drcfchjd	tachicic	0
drcfchjd	tachicjb	0
drcfecag	tachicic	0
drcfecag	tachicjb	0
drcfdgfc	tachicic	0
drcfdgfc	tachicjb	0
drceiacg	tachicic	0
drceiacg	tachicjb	0
drjfada	tachicic	0
drjfada	tachicjb	0
drcehjed	tachicic	0
drcehjed	tachicjb	0
drhgicc	tachicic	0
drhgicc	tachicjb	0
drcgaede	tachicic	0
drcgaede	tachicjb	0
drcdejgd	tachicic	0
drcdejgd	tachicjb	0
drcehjcb	tachicic	0
drcehjcb	tachicjb	0
drbdagfj	tachicic	0
drbdagfj	tachicjb	0
drjfaah	tachicic	0
drjfaah	tachicjb	0
drcfjhjg	tachicic	0
drcfjhjg	tachicjb	0
drfhaei	tachicic	0
drfhaei	tachicjb	0
drcgbcjg	tachicic	0
drcgbcjg	tachicjb	0
drcffcia	tachicic	0
gobagh	tachicic	0
gobagh	tachicjb	0
drcfjfcj	tachicic	0
drcfjfcj	tachicjb	0
drcdafic	tachicic	0
drcdafic	tachicjb	0
drceiaic	tachicic	0
drceiaic	tachicjb	0
drhdgjc	tachicic	0
drhdgjc	tachicjb	0
drcfiiaj	tachicic	0
drcfiiaj	tachicjb	0
drbcdjee	tachicic	0
drbcdjee	tachicjb	0
drbdaabj	tachicic	0
drbdaabj	tachicjb	0
drcfcgie	tachicic	0
drcfcgie	tachicjb	0
drcehhij	tachicic	0
drjdacc	tachicic	0
drjdacc	tachicjb	0
drcfjjbc	tachicic	0
drcfjjbc	tachicjb	0
drbdbbeg	tachicic	0
drbdbbeg	tachicjb	0
drfbdci	tachicic	0
drfbdci	tachicjb	0
drcciicd	tachicic	0
drcciicd	tachicjb	0
drcciicd	tachicic	0
drcciicd	tachicjb	0
drcfihjh	tachicic	0
drcfihjh	tachicjb	0
drbdaajg	tachicic	0
drbdaajg	tachicjb	0
drdhidc	tachicic	0
drdhidc	tachicjb	0
drbddada	tachicic	0
drbddada	tachicjb	0
drcgbajf	tachicic	0
drcgbajf	tachicjb	0
drcejahd	tachicic	0
drcejahd	tachicjb	0
drcfcgah	tachicic	0
drcfcgah	tachicjb	0
drbcedeh	tachicic	0
drbcedeh	tachicjb	0
drcfceej	tachicic	0
drcfceej	tachicjb	0
drdddcj	tachicic	0
drdddcj	tachicjb	0
drbaeaij	tachicic	0
drbaeaij	tachicjb	0
drcfcedg	tachicic	0
drcfcedg	tachicjb	0
drcfiiec	tachicic	0
drcfiiec	tachicjb	0
drcfiiee	tachicic	0
drcfiiee	tachicjb	0
drddgie	tachicic	0
drddgie	tachicjb	0
drcfihjc	tachicic	0
drcfihjc	tachicjb	0
drbbbicd	tachicic	0
drbbbicd	tachicjb	0
drcejbjj	tachicic	0
drcejbjj	tachicjb	0
godigh	tachicic	0
godigh	tachicjb	0
drbcfhig	tachicic	0
drbcfhig	tachicic	0
drbcheih	tachicic	0
drbcheih	tachicjb	0
drcfiieb	tachicic	0
drcfiieb	tachicjb	0
drbcjjba	tachicic	0
drjhedc	tachicic	0
drjhedc	tachicjb	0
drcgdgbh	tachicic	0
drcgdgbh	tachicjb	0
drcfcdfg	tachicic	0
drcfcdfg	tachicjb	0
drcgdhbd	tachicic	0
drcgdhbd	tachicjb	0
driaeef	tachicic	0
driaeef	tachicjb	0
drcehifg	tachicic	0
gohcb	tachicic	0
gohcb	tachicjb	0
drbddddc	tachicic	0
drbddddc	tachicjb	0
drbchded	tachicic	0
drbchded	tachicjb	0
drcfjjjc	tachicic	0
drcfjjjc	tachicjb	0
drcfcdjj	tachicic	0
drcfcdjj	tachicjb	0
drbcjfbg	tachicic	0
drbcjfbg	tachicic	0
drbcjgjd	tachicic	0
drbcjgjd	tachicjb	0
drcfcjjf	tachicic	0
drcfcjjf	tachicjb	0
driaeha	tachicic	0
driaeha	tachicjb	0
drbcecee	tachicic	0
drbcecee	tachicjb	0
drbbbghh	tachicic	0
drbbbghh	tachicjb	0
drcfiiaf	tachicic	0
drcfiiaf	tachicjb	0
drcfiibd	tachicic	0
drcfiibd	tachicjb	0
drcffbji	tachicic	0
drcffbji	tachicjb	0
drcffbji	tachicic	0
drcffbji	tachicjb	0
drcgcgfb	tachicic	0
drcgcgfb	tachicjb	0
drbcehfa	tachicic	0
drbcehfa	tachicjb	0
drbcehfa	tachicic	0
drbcehfa	tachicjb	0
drbcjhci	tachicic	0
drbcjhci	tachicjb	0
drbcjihd	tachicic	0
drbcjihd	tachicjb	0
drbcjjcb	tachicic	0
drbcjjcb	tachicjb	0
drbdabdj	tachicic	0
drbdabdj	tachicjb	0
drjdbda	tachicic	0
drjdbda	tachicjb	0
drcfihii	tachicic	0
drcfihii	tachicjb	0
drbaccic	tachicic	0
drbaccic	tachicjb	0
drcfejdc	tachicic	0
drcfejdc	tachicjb	0
drcfejdc	tachicic	0
drcfejdc	tachicjb	0
drcfiice	tachicic	0
drcfiice	tachicjb	0
drcegaeg	tachicic	0
drcegaeg	tachicjb	0
drcefhjd	tachicic	0
cobbdcg	tachicic	0
cobbdcg	tachicjb	0
drcfcgag	tachicic	0
drcfcgag	tachicjb	0
drceeabh	tachicic	0
drceeabh	tachicjb	0
drcdgced	tachicic	0
drcdgced	tachicjb	0
drbcjghe	tachicic	0
drbcjghe	tachicjb	0
drbcjhba	tachicic	0
drbcjhba	tachicjb	0
drbcggjg	tachicic	0
drbcggjg	tachicjb	0
drcfiiae	tachicic	0
drcfiiae	tachicjb	0
drbbchgi	tachicic	0
drcgajai	tachicic	0
drcgajai	tachicjb	0
drceijcj	tachicic	0
drceijcj	tachicjb	0
drjcdch	tachicic	0
drjcdch	tachicjb	0
dreebgi	tachicic	0
dreebgi	tachicjb	0
gofjaf	tachicic	0
gofjaf	tachicjb	0
gocgcj	tachicic	0
gocgcj	tachicjb	0
drbcjhch	tachicic	0
drbcjhch	tachicjb	0
drbaghfg	tachicic	0
drbaghfg	tachicjb	0
drcehice	tachicic	0
drcehice	tachicjb	0
drcfiidh	tachicic	0
drcfiidh	tachicjb	0
drbcjedj	tachicic	0
drbcjedj	tachicjb	0
drbagdfc	tachicic	0
drbagdfc	tachicjb	0
drbdachi	tachicic	0
drbdachi	tachicjb	0
drcfiigc	tachicic	0
drcfiigc	tachicjb	0
drcehjhb	tachicic	0
drcehjhb	tachicjb	0
cobajcb	tachicic	0
cobajcb	tachicjb	0
drcfiifd	tachicic	0
drcfiifd	tachicjb	0
drjdbef	tachicic	0
drjdbef	tachicjb	0
drcehced	tachicic	0
drcehced	tachicjb	0
drbcfbgi	tachjahe	0
drcfebae	tachjahe	0
drijifg	tachjahe	0
drijife	tachjahe	0
drbcfiih	tachjahe	0
drbcfiih	tachjahe	0
drbagbic	tachjbfg	0
drbagbic	tacijhhf	0
drcgcgdj	tachjahe	0
drchchde	tachjbfg	0
drchchde	tachjbig	0
drchchde	tacijhhf	0
dribbce	tachjbfg	0
dribbce	tachjbig	0
dribbce	tacijhhf	0
driccbd	tachjbfg	0
driccbd	tachjbig	0
driccbd	tacijhhf	0
dribabd	tachjbfg	0
dribabd	tachjbig	0
dribabd	tacijhhf	0
drbdbcic	tachjbfg	0
drbdbcic	tachjbig	0
drbdbcic	tacijhhf	0
drbcifgj	tachjbfg	0
drbcifgj	tachjbig	0
drbcifgj	tacijhhf	0
drbcijfc	tachjbfg	0
drbcijfc	tachjbig	0
drbcijfc	tacijhhf	0
dribbcf	tachjbfg	0
dribbcf	tachjbig	0
dribbcf	tacijhhf	0
dribbcg	tachjbfg	0
dribbcg	tachjbig	0
dribbcg	tacijhhf	0
drchcgij	tachjbfg	0
drchcgij	tachjbig	0
drchcgij	tacijhhf	0
drbcefed	tachjbfg	0
drbcefed	tachjbig	0
drbcefed	tacijhhf	0
drbcfhcb	tachjbfg	0
drbcfhcb	tachjbig	0
drbcfhcb	tacijhhf	0
drcfebcb	tachjbfg	0
drcfebcb	tachjbig	0
drcfebcb	tacijhhf	0
dribhbf	tachjbfg	0
dribhbf	tachjbig	0
dribhbf	tacijhhf	0
drbagddh	tachjbfg	0
drbagddh	tachjbig	0
drbagddh	tacijhhf	0
drcfjeee	tachjbfg	0
drcfjeee	tachjbig	0
drcfjeee	tacijhhf	0
drcfgfbc	tachjbfg	0
drcfgfbc	tachjbig	0
drcfgfbc	tacijhhf	0
drcdaceh	tachjbfg	0
drcdaceh	tachjbig	0
drcdaceh	tacijhhf	0
drbcefge	tachjbfg	0
drbcefge	tachjbig	0
drbcefge	tacijhhf	0
drcfjeef	tachjbfg	0
drcfjeef	tachjbig	0
drcfjeef	tacijhhf	0
drbcighd	tachjbfg	0
drbcighd	tachjbig	0
drbcighd	tacijhhf	0
drcfigbf	tachjbfg	0
drcfigbf	tachjbig	0
drcfigbf	tacijhhf	0
drbdaejc	tachjbfg	0
drbdaejc	tachjbig	0
drbdaejc	tacijhhf	0
drceihhd	tachjbfg	0
drceihhd	tachjbig	0
drceihhd	tacijhhf	0
drcehded	tachjbii	0
drcehded	tacijhhh	0
drceihce	tachjbii	0
drceihce	tacijhhh	0
drbagdfa	tacijhhh	0
drbcfgch	tacijhhh	0
drehjgh	tachjbii	0
drehjgh	tacijhhh	0
drcegafd	tachjbii	0
drcegafd	tacijhhh	0
drbchdea	tachjbii	0
drbchdea	tacijhhh	0
drbdaija	tachjbii	0
drbdaija	tacijhhh	0
drcfihfd	tacijhhh	0
dreigbf	tachjbii	0
dreigbf	tacijhhh	0
drcfgcbg	tachjfib	0
drcfidij	tachjfib	0
drcfdjjj	tachjfib	0
drcfjfbf	tachjfib	0
drigahh	tachjfib	0
drcgahgj	tachjfib	0
drcfdjjc	tachjfib	0
drbaghbj	tachjfib	0
drcfhcbc	tachjfib	0
drceeeaf	tachjfib	0
drbcdjeb	tachjfib	0
drbcighd	tachjfib	0
drcfeaac	tachjfib	0
drbageda	tachjfib	0
drcfjdjd	tachjfib	0
drbabgjh	tachjfib	0
drdcbje	tachjfib	0
drbcihgb	tachjfib	0
drbciiah	tachjfib	0
drcfjech	tachjfib	0
drjjjgd	tachjfib	0
drbafici	tachjfib	0
drcfjjch	tachjfib	0
drbchhdg	tachjfib	0
drbdbfba	tachjfib	0
drbcfdaf	tachjfib	0
drbchgbf	tachjfib	0
drbchgde	tachjfib	0
drhdibi	tachjfib	0
drbddeih	tachjfib	0
drbcfigc	tachjfib	0
drcgddei	tachjfib	0
drcgchjb	tachjfib	0
drfhceg	tachjfib	0
drcfidac	tachjfic	0
drcgdbaj	tachjfib	0
dricddi	tachjfib	0
drbcjfgb	tachjfib	0
drbchfai	tachjfic	0
gobjeh	tachjfic	0
drbdacij	tachjfic	0
drbagbjh	tachjfib	0
drbcjdhh	tachjfib	0
drcfjeai	tachjfic	0
drigahh	tachjfic	0
drcfjdid	tachjfic	0
drcfjdid	tachjfic	0
drcfjfbf	tachjfic	0
drcfjfbf	tachjfic	0
drcfjeic	tachjfic	0
drcfjeic	tachjfic	0
drceiidd	tachjfic	0
drcfihba	tachjfic	0
drhefcf	tachjfic	0
drhefcf	tachjfic	0
drbchgde	tachjfic	0
drceihbd	tachjfic	0
drbdaiha	tachjfic	0
drcfcgcg	tachjfic	0
drbcfhab	tachjfic	0
drbbbffi	tachjfic	0
drbciiah	tachjfic	0
drcfihbi	tachjfic	0
drcgaihi	tachjfic	0
drcegedh	tachjfic	0
drcgdddc	tachjfic	0
drbcjfgb	tachjfic	0
drbcjjee	tachjfic	0
drbciihj	tachjfic	0
drbcjdhh	tachjfic	0
drbcighb	tachjghb	0
drcgaedg	tachjghb	0
drcfihdb	tachjghb	0
drbcdibh	tachjghb	0
drgijfc	tachjghb	0
drceggee	tachjghb	0
dreeecc	tachjghb	0
drhajhf	tachjghb	0
drfbghg	tachjghb	0
drbbajib	tachjghb	0
drcgcgfh	tachjghb	0
drcgdhif	tachjggf	0
drcgdhif	tachjggf	0
drcgdgif	tachjggf	0
drcgdgif	tachjggf	0
drcgdgif	tachjggf	0
drcgddef	tachjggf	0
drcgddef	tachjggf	0
drcgddef	tachjggf	0
drcgcgdh	tachjggf	0
drcffdaf	tachjggf	0
drbchhdd	tachjggf	0
drjcjef	tachjggf	0
drbbbhce	tachjggf	0
drbbbidj	tachjggf	0
drcfhbjd	tachjggh	0
drcfhigi	tachjggh	0
drcfjcij	tachjggh	0
drjdfcb	tachjggf	0
drcfihdb	tachjggh	0
drcfgccf	tachjggh	0
drcfgccb	tachjggh	0
drcfihee	tachjggh	0
drbcihdb	tachjggh	0
drbciihg	tachjggh	0
drbaheff	tachjggh	0
drbbbcdj	tachjggh	0
drcfedfa	tachjggh	0
drcfjeia	tachjggh	0
drcfjcbe	tachjggh	0
drcgacig	tachjggh	0
drcgcecf	tachjggh	0
drbaagig	tachjggh	0
drhdjbd	tachjggh	0
drbcfcch	tachjggh	0
drhhbdc	tachjggh	0
drbddbja	tachjggh	0
drcfcbib	tachjggh	0
drcgdgae	tachjggh	0
drjjeji	tachjggh	0
drcefbff	tachjggh	0
drcfjdaa	taciidij	0
drbcdifh	taciidij	0
drbdaebh	taciidij	0
drcfigce	taciidij	0
drcgahbh	taciidij	0
drcgabaa	taciidij	0
drbcihgc	taciidij	0
drceiieb	taciidij	0
drbbbiac	taciidij	0
drcgddej	taciidij	0
drbaagei	taciidij	0
drcfjhdd	taciidij	0
drcidfb	taciidij	0
drcfcfga	taciadfj	0
drcgajad	taciadfj	0
drbchdii	taciaefd	0
drbchece	taciaefd	0
drcfgcje	taciaefd	0
drcgcgic	taciaefd	0
drcgdhfg	taciaefd	0
drcgdhga	taciaefd	0
drjdbfh	taciaefd	0
drcffhci	taciaefd	0
drjdbge	taciaefd	0
drjdbgf	taciaefd	0
drfdaeh	taciaefd	0
drjdbhd	taciaefd	0
drjdbhe	taciaefd	0
drjdbij	taciaefd	0
drjdbja	taciaefd	0
drcgbibd	taciaefd	0
drcgcaah	taciaefd	0
drbchecf	taciaefd	0
drcgcchi	taciaefd	0
drehcdb	taciaefd	0
drcfdhaj	taciaefd	0
drbcfbgi	taciaefd	0
drbcfdec	taciaefd	0
drcgcaee	taciaefd	0
drbaccdd	taciaefd	0
drbdcjed	taciaefd	0
drcdaddb	taciaefd	0
drhbgah	taciaefd	0
drceeabg	taciaefd	0
drbchedg	taciaefd	0
drbaeghi	taciaefd	0
drbcfgig	taciaefd	0
drbcfgij	taciaefd	0
drbcfhaa	taciaefd	0
drcfgebb	taciaefd	0
drjdbfj	taciaefd	0
drcgbihf	taciaefd	0
drcfidcg	taciaefd	0
drcfgdeg	taciaefd	0
drhcdcf	taciaefd	0
drjdbgi	taciaefd	0
drjdbhg	taciaefd	0
drjdbhi	taciaefd	0
drbbbfgb	taciaefd	0
drbbbfgd	taciaefd	0
drbbbfha	taciaefd	0
drbbbfhc	taciaefd	0
drcgafdb	taciaefd	0
drbafebb	taciaefd	0
drbddeac	taciaefd	0
drcffbac	taciaefd	0
drbcffcj	taciaefd	0
drcgdhce	taciaefd	0
drbbbfhb	taciaefd	0
drifbbb	taciaefd	0
drcgaaff	taciaefd	0
drcfgjhb	taciaefd	0
drbchedh	taciaefd	0
drbcfcaa	taciaefd	0
drcfeedi	taciaefd	0
drcgbcba	taciaefd	0
drcgcjfa	taciaefd	0
drcfgeaj	taciaefd	0
drbchgce	taciaefd	0
drcfhach	taciaefd	0
drcffhcf	taciaefd	0
drcgccag	taciaefd	0
drhfije	taciaefd	0
drjdbia	taciaefd	0
drcedihe	taciaefd	0
drjdbii	taciaefd	0
drjdbje	taciaefd	0
drcffbch	taciaefd	0
drcffeid	taciaefd	0
drcfccbh	taciaefd	0
drjdbfg	taciaefd	0
drbaeche	taciaefd	0
drcfgdde	taciaefd	0
drcfgead	taciaefd	0
drbcjdbc	taciaefd	0
drjdbfi	taciaefd	0
drjdabi	taciaefd	0
drfdgda	taciaefd	0
drjdbif	taciaefd	0
drjdbih	taciaefd	0
drjdbjd	taciaefd	0
drjdbjf	taciaefd	0
drbcfhge	taciaefd	0
drbbbfjh	taciaefd	0
drcgbdib	taciaefd	0
drbcfefb	taciaefd	0
drcgcgij	taciaefd	0
drbcfghe	taciaefd	0
drbcfgii	taciaefd	0
drceeabj	taciaefd	0
drcfgeai	taciaefd	0
drbcfbie	taciaefd	0
drbcfiah	taciaefd	0
drbafdaa	taciaefd	0
drcfgdcb	taciaefd	0
drjdbgj	taciaefd	0
drjdbhb	taciaefd	0
drjdbhh	taciaefd	0
drjdbid	taciaefd	0
drbcfghj	taciaefd	0
drbbbfga	taciaefd	0
drbbbfhd	taciaefd	0
drbbbfhe	taciaefd	0
drbbbfhg	taciaefd	0
drbbbfhh	taciaefd	0
drbdbfcd	taciaefd	0
drhfdac	taciaefd	0
drbbbfhi	taciaefd	0
drhdicd	taciaefd	0
drhdjai	taciaefd	0
drhdjbj	taciaefd	0
drbcefih	taciaefd	0
drjchci	taciaefd	0
drbcfhab	taciaefd	0
drbcfejg	taciaefd	0
drbcfgjg	taciaefd	0
drjdbgb	taciaefd	0
drjdbgd	taciaefd	0
drjdbgg	taciaefd	0
drfgjhd	taciaefd	0
drjdbhj	taciaefd	0
drjdbib	taciaefd	0
drbafebc	taciaefd	0
drbcfedd	taciaefd	0
drbcffdg	taciaefd	0
drbcjiia	taciaefd	0
drcfgebh	taciaefd	0
drceiiac	taciaefd	0
drbcfidh	taciaefd	0
drcgbhaf	taciaefd	0
drbcfbje	taciaefd	0
drcfjeac	taciaefd	0
drcfgcgd	taciaefd	0
drjdbga	taciaefd	0
drbcfege	taciaefd	0
drcfejij	taciaefd	0
drbdagcg	taciaefd	0
drbbbfgh	taciaefd	0
drbbbfgi	taciaefd	0
drcfehdg	taciaefd	0
drjdbgc	taciaefd	0
drcgafhd	taciaefd	0
drjdbgh	taciaefd	0
drgaccg	taciaefd	0
drjdbig	taciaefd	0
drjdbjc	taciaefd	0
drcgdbac	taciaefd	0
drjiijj	taciaefd	0
drbbbfgc	taciaefd	0
drbbbfgj	taciaefd	0
drhgefd	taciaefd	0
drcgdagi	taciaefd	0
drbbbfgf	taciaefd	0
drbbbfgg	taciaefd	0
drbaebja	taciaefd	0
drcgcbhb	taciaefd	0
drbchfgd	taciaefd	0
drcgahaj	taciaefd	0
drbbbfhf	taciaefd	0
drcfjgab	taciaefd	0
drjiijh	taciaefd	0
drcfgebd	taciaefd	0
drceigij	taciaefd	0
drhdjce	taciaefd	0
drbcffbd	taciaefd	0
drcgcgjj	taciaefd	0
drjhijf	taciaefd	0
drcgcdaj	taciaefd	0
drcfidac	taciaefd	0
drbcfbaa	taciaefd	0
drcfjcce	taciaeif	0
drcgbjfj	taciaeif	0
drbcigdj	taciaeif	0
drcgbefe	taciaeif	0
drcgbcgf	taciaeif	0
drbcijga	taciaeif	0
drbcifdf	taciaeif	0
drcgcgch	taciaeif	0
drbcfgea	taciaeif	0
gobieb	taciaghg	0
gobieb	taciaghg	0
gobieb	taciaghg	0
drcfcfga	taciaghg	0
drbaccic	taciaghg	0
drbcfehh	tacifheb	0
drbbbedj	taciajif	0
drjcedg	taciajif	0
drcfhcgj	taciajif	0
drcfhcgj	taciajif	0
drcfhbeg	taciajif	0
drcfhbeg	taciajif	0
drheaie	taciajif	0
drheaie	taciajif	0
drbcfhcg	taciajif	0
drbcfhcg	taciajif	0
drbagaab	tacibbdg	0
drcejbab	tacibbdg	0
drcgbcgf	tacibbdg	0
drcfdgeb	tacibbdg	0
drcfcgjh	tacibbdg	0
drceihec	tacibbdg	0
drceihbf	tacibbdg	0
drbdbdei	tacibbdg	0
drcfgcjd	tacibbdg	0
drbcebgb	tacibbdg	0
drcgchcc	tacibbdg	0
drcgafbg	tacibbdg	0
drbdaehd	tacibbdg	0
drcfehag	tacibbdg	0
drcfifbh	tacibbdg	0
drcgddih	tacibbdg	0
drceiiad	tacibbdg	0
drcgddgf	tacibbdg	0
drbdadje	tacibbdg	0
drcfejef	tacibbdg	0
drhdigi	tacibbdg	0
drcgbaec	tacibbdg	0
drhchgj	tacibbdg	0
drbgiad	tacibbdg	0
drcfhahe	tacibbdg	0
gochaj	tacibbdg	0
drbchffj	tacibbdg	0
drbbcahf	tacibbdg	0
drcfjhag	tacibbdg	0
drhhehb	tacibbdg	0
dribfag	tacibbdg	0
drfbdci	tacibbdg	0
drcfjdfc	tacibbdg	0
drcgbegd	tacibbdg	0
drcggfgh	tacibbdg	0
drcgchcf	tacibbdg	0
drcfedih	tacibbdg	0
drbacbja	tacibbdg	0
drjcfaj	tacibbdg	0
drbceidd	tacibbdg	0
drbcdjeh	tacibbdg	0
goefid	tacibbdg	0
drbdbaaf	tacibbdg	0
drcfcgbc	tacibbdg	0
drcehigb	tacibbdg	0
drbciehc	tacibbdg	0
drcffcad	tacibbdg	0
drcfjfec	tacibbdg	0
drcffcbj	tacibbdg	0
drcfjiei	tacibbdg	0
drcgbchi	tacibbdg	0
drjhjih	tacibbdg	0
gochac	tacibbdg	0
drcgbbjd	tacibbei	0
drcgbbjd	tacibbgg	0
drcfjiib	tacibbei	0
drcfjiib	tacibbgg	0
drhfcgg	tacibbei	0
drhfcgg	tacibbgg	0
drbcfdcf	tacibbei	0
drbcfdcf	tacibbgg	0
drcfigfd	tacibbei	0
drcfigfd	tacibbgg	0
drcfjdca	tacibbei	0
drcfjdca	tacibbgg	0
drbcecba	tacibbei	0
drbcecba	tacibbgg	0
drcgbaid	tacibbei	0
drcgbaid	tacibbgg	0
drcfegif	tacibbei	0
drcfegif	tacibbgg	0
drcfjdbj	tacicjaj	0
drcfjdbj	tacicjaj	0
drcfjdbj	tacicjaj	0
gofha	tacicjaj	0
gofha	tacicjaj	0
gofha	tacicjaj	0
drcedfhb	tacicjaj	0
drbaeeab	tacicjaj	0
drbaeeab	tacicjaj	0
drbceiad	tacicjaj	0
drbceiad	tacicjaj	0
drjjiif	tacicjaj	0
drjjiif	tacicjaj	0
drjjiif	tacicjaj	0
drbdagdc	tacicjaj	0
drbdagdc	tacicjaj	0
drjjjag	tacicjaj	0
drbceiae	tacicjaj	0
drbceiae	tacicjaj	0
drcfjeah	tacihbbg	0
drcfjeah	taciiebh	0
drcfjeah	taciiece	0
drcgddfb	tacihbbg	0
drcgddfb	taciiebh	0
drcgddfb	taciiece	0
drheadf	tacihbbg	0
drheadf	taciiebh	0
drheadf	taciiece	0
drijdcf	tacihbbg	0
drijdcf	taciiebh	0
drijdcf	taciiece	0
drcfedjf	tachegeb	0
drcgddah	tachegeb	0
drbchdij	tachegeb	0
drjeeif	tachegeb	0
drjeeig	tachegeb	0
drcfgjff	tachfheh	0
drbcjedj	tachfheh	0
gobdeg	tachfheh	0
drcfigfd	tachfheh	0
drcfhbdg	tachfheh	0
